nose,443.11557636186774,99.58708885578795
leftEye,458.29823534776267,86.8988630836576
rightEye,442.0676526021401,83.89386247568095
leftEar,497.7767433730545,98.21604450389106
rightEar,434.5849419382296,91.53166418409532
leftShoulder,485.3614421206226,166.7524547057393
rightShoulder,463.6316725437743,168.74371124148834
leftElbow,477.87424762889106,283.8175994041829
rightElbow,428.36781067607006,284.5754043044747
leftWrist,405.84413758511675,366.9055128283074
rightWrist,383.39988144455253,355.121405338035
leftHip,483.41880471789887,407.6287770549611
rightHip,439.40718476410507,402.4135153210117
leftKnee,474.2041965588522,541.4118737840467
rightKnee,430.7130806177043,542.5657754742218
leftAnkle,486.186922422179,562.5360226167315
rightAnkle,488.08365758754866,559.7553653939689
nose,449.60454918531127,97.58749164032102
leftEye,464.4630806177043,85.95452334630352
rightEye,445.6587047057393,82.52694096546693
leftEar,504.15244254620626,96.59985256566148
rightEar,435.5506748540856,92.86989679596303
leftShoulder,495.64597519455253,163.906117005107
rightShoulder,466.03154638861866,173.48819005350194
leftElbow,488.34185767266536,288.59933578550584
rightElbow,426.26253951848247,284.01051799610894
leftWrist,410.6821118069066,359.0639819430934
rightWrist,390.5961591074903,348.59097610651753
leftHip,475.5322075632296,408.68350255350197
rightHip,430.74203550583655,397.5037238570039
leftKnee,473.4618190661479,543.996002553502
rightKnee,430.0256490150778,545.3844692363813
leftAnkle,483.59519394455253,565.8983615029183
rightAnkle,443.45342138861866,563.4808183365759
nose,449.970437135214,97.57504711819067
leftEye,464.02009362840465,85.73359982976655
rightEye,446.15557362597275,82.84204386551556
leftEar,502.43555447470817,95.8289191695039
rightEar,435.5786037816148,95.15550902845331
leftShoulder,495.9890640199416,163.43503009484436
rightShoulder,478.1074446741245,158.1715292132782
leftElbow,489.4102246473735,286.8741640321012
rightElbow,428.43882994893,280.97033073929964
leftWrist,411.0396780763619,349.2329234557393
rightWrist,383.6616153939689,339.08837700632296
leftHip,478.34185767266536,406.1485058973735
rightHip,458.433282161965,402.9480787937743
leftKnee,452.2334022373541,545.5524607855059
rightKnee,429.21156827577823,545.1809490515565
leftAnkle,483.88668075145915,565.4984648589494
rightAnkle,486.1914822470817,563.1221121108949
nose,450.5335755107004,97.35913940904669
leftEye,466.00403544503894,86.05390852991246
rightEye,446.6602322470817,83.36891263375486
leftEar,503.6626033560311,98.14485423759729
rightEar,446.724031797179,90.83832380836577
leftShoulder,497.53902450145915,165.25333627188715
rightShoulder,476.7444750121595,158.84473036235408
leftElbow,494.414328489786,287.1871580131323
rightElbow,431.8212700632296,277.7179596303502
leftWrist,408.47979237597275,346.5331271279183
rightWrist,390.2437986381323,339.5128587062257
leftHip,475.77714615758754,406.77711575875486
rightHip,460.0453702577821,404.7960618312257
leftKnee,475.5626443944553,541.0329903331713
rightKnee,476.41130380593387,539.3957852018483
leftAnkle,485.185014895428,563.6744589007782
rightAnkle,487.7960846303502,561.9120105787938
nose,449.5925416464008,98.83019592047665
leftEye,465.0808608949416,87.59750425583658
rightEye,446.06525109435796,83.82029730058366
leftEar,503.57528270914395,98.1538218932393
rightEar,435.8035931420234,94.73260426799612
leftShoulder,497.4878784654669,163.9266742157101
rightShoulder,478.4934718506809,157.62414123297665
leftElbow,493.0160201848249,288.5381961332685
rightElbow,432.9986548516537,277.2933259362841
leftWrist,404.3298197349222,340.44849677772373
rightWrist,383.4674048516537,337.8134499635214
leftHip,475.9632630107004,407.51481943093387
rightHip,474.52726015321014,415.3129559824903
leftKnee,450.2833171206226,540.8185645671206
rightKnee,473.8392965710117,538.9539001702335
leftAnkle,481.3997902480545,564.6792163180934
rightAnkle,485.0970102748054,563.1623145671206
nose,449.29793895914395,99.11476699294747
leftEye,464.2280216439689,87.04901431785021
rightEye,444.6039412086576,84.32491792315176
leftEar,503.0303836332685,97.10316223857004
rightEar,447.43806237840465,90.36833885578795
leftShoulder,497.8187317607004,164.38324568336577
rightShoulder,462.4580116123541,170.16816254255838
leftElbow,495.2576301070039,287.7272692728599
rightElbow,437.93143543287937,278.4363600437743
leftWrist,410.6410733827821,332.1087290248054
rightWrist,378.8190053501946,327.2770625607977
leftHip,478.82204523346303,402.3331484071012
rightHip,442.58420476653697,394.4387615515564
leftKnee,473.4663028939689,539.4917695160506
rightKnee,475.4228477626459,538.0075085116731
leftAnkle,483.4639849829767,562.8589342169261
rightAnkle,486.69089706955253,561.1435280885214
nose,449.5517312135214,97.91792695160507
leftEye,465.2265093020428,86.43081605666342
rightEye,445.9764865029183,83.19512630714982
leftEar,503.68308456955253,97.27653058122567
rightEar,435.49086515077823,93.73795446254863
leftShoulder,498.8743312256809,162.57438214372567
rightShoulder,462.558061770428,168.9303790734436
leftElbow,499.7226866488327,284.88387645914395
rightElbow,439.1918850316148,278.9393847276265
leftWrist,403.0051146035992,324.1064263132296
rightWrist,388.64903787694556,318.0594525170234
leftHip,481.78273954280155,401.0411980179961
rightHip,447.0309080131323,396.0130410992218
leftKnee,478.2359937378405,539.7262965102141
rightKnee,445.4438609557393,532.4935022495137
leftAnkle,482.1050811648833,559.0254134241245
rightAnkle,487.26980483949416,557.2892980909534
nose,449.79910171449416,97.64599039396887
leftEye,464.6418637524319,86.16824613934824
rightEye,445.5731699902724,82.93536828185799
leftEar,503.1396294382296,97.73758587670233
rightEar,435.70342898832683,94.01777571741246
leftShoulder,498.37921023832683,164.83516232976655
rightShoulder,462.11997659289887,171.09922178988327
leftElbow,500.74663332928014,283.6837305447471
rightElbow,440.7103827213035,268.31161083414395
leftWrist,403.6604374392023,311.6608022251946
rightWrist,381.52985925340465,308.72028514105057
leftHip,483.7178532344358,402.3663971303502
rightHip,447.1802422786965,398.9670096668288
leftKnee,478.8264530642023,533.8416904790856
rightKnee,437.77583140807394,526.7127082320039
leftAnkle,483.705123723249,559.3680082684825
rightAnkle,483.94440053501944,558.2157405155642
nose,450.0598097033074,97.09206666464007
leftEye,465.335983098249,85.80906493190662
rightEye,445.5743859435798,82.91260715588521
leftEar,504.101296510214,97.78514105058366
rightEar,444.03016324173154,90.01588339007782
leftShoulder,498.49734770184824,164.78185037694553
rightShoulder,464.37017418531127,170.8699005958171
leftElbow,504.8602793652724,284.2553805933852
rightElbow,445.91819674124514,280.01584539153697
leftWrist,402.9354252796693,303.0695221303502
rightWrist,385.4042664761673,287.70580009727627
leftHip,485.663796510214,394.83421236624514
rightHip,447.84711667071986,395.1909046692607
leftKnee,479.6564171935798,533.0062165612841
rightKnee,444.65132538910507,524.9468020428016
leftAnkle,483.92650322227627,559.659001094358
rightAnkle,487.9579584143969,558.5096212305448
nose,449.17239178015564,97.40507964494162
leftEye,463.92038545719845,85.62340406128405
rightEye,444.9554277115759,83.1802688776751
leftEar,502.2053213156615,96.89407526750972
rightEar,441.7095543531128,90.58836940661479
leftShoulder,499.6716926070039,162.52492704280155
rightShoulder,463.02323990758754,171.67573565175098
leftElbow,505.34540673638134,286.7603584022374
rightElbow,438.2398695890078,268.09680508268485
leftWrist,405.6416053623541,285.210891901751
rightWrist,386.4643877675097,275.44025109435796
leftHip,485.0107155885214,388.84142448929964
rightHip,445.5676222033074,388.8648695890078
leftKnee,479.5646887159533,531.1176890807393
rightKnee,478.67700480301556,529.9512098735408
leftAnkle,484.7730727140078,559.5206104085603
rightAnkle,488.6487718871595,558.8571558852141
nose,450.53137159533077,97.88120136186771
leftEye,465.0492841074903,86.45270321619651
rightEye,444.7883481274319,83.87229830374514
leftEar,502.4774668652724,97.43627644698444
rightEar,442.5758830860895,92.23528316512648
leftShoulder,500.2401127796693,164.4561838825389
rightShoulder,472.2762645914397,160.4764067059825
leftElbow,499.16087822227627,291.9035369041829
rightElbow,437.1020412816148,270.58468354815176
leftWrist,405.09245044990274,264.3859815783074
rightWrist,395.5081544868677,262.7727915248054
leftHip,484.1881611746109,387.7312591196498
rightHip,440.7413515321012,387.45356578307394
leftKnee,471.98352383268485,526.7375972762646
rightKnee,482.8682818579767,525.7412375364786
leftAnkle,483.63866427529183,559.2149501459144
rightAnkle,490.4035065053502,557.8783134727627
nose,450.71528453307394,97.14066679839493
leftEye,465.28187317607006,85.89708855179961
rightEye,445.28673698929964,84.06966272495137
leftEar,502.968218020428,97.5191132660506
rightEar,443.45334539153697,93.05551966804475
leftShoulder,500.5469509970817,163.39568260578795
rightShoulder,472.1717686040856,160.78301693214982
leftElbow,506.49569856517513,288.41359891780155
rightElbow,422.44060828064204,288.47245865758754
leftWrist,418.78693458171205,254.9248768847276
rightWrist,391.8975711332685,250.73910961819064
leftHip,484.5187484800584,386.92967990029183
rightHip,442.17655642023345,386.2879225437743
leftKnee,447.67095543531127,533.9768892874514
rightKnee,485.02868889834633,527.500531979572
leftAnkle,481.6125440783074,561.2575997081713
rightAnkle,489.1940509484436,559.7523255107004
nose,451.2765989785992,97.33618829036965
leftEye,466.06901294990274,85.41559004134243
rightEye,445.5529167679961,83.03513345087549
leftEar,503.04676100437746,98.8704363752432
rightEar,440.61398042315176,91.45942895792803
leftShoulder,500.3597701848249,165.23724388983464
rightShoulder,466.61258207684824,171.54646461575877
leftElbow,504.5851699294747,292.31137524319064
rightElbow,417.0551130836576,308.00154274075874
leftWrist,418.9264652237354,249.34099130593387
rightWrist,394.6445616488327,245.34726866488325
leftHip,481.9300598857004,388.97821923638134
rightHip,436.5001823929961,387.943936952821
leftKnee,475.1241032344358,529.0021203185797
rightKnee,480.7752082320039,528.5653270914397
leftAnkle,481.616609922179,562.0538971303502
rightAnkle,488.9080739299611,560.6059247324903
nose,451.91364451605057,98.62485180569067
leftEye,464.60492917071986,85.93096425097278
rightEye,444.19439293531127,85.60001595938715
leftEar,501.68227140077823,97.78493205860894
rightEar,440.4738418044747,94.25357566269454
leftShoulder,499.91978508025295,164.0590231335117
rightShoulder,466.1792847154669,171.69902875729574
leftElbow,500.02181116245134,292.0305660262646
rightElbow,415.3004924610895,310.06756140564204
leftWrist,416.8335055933852,245.32382356517508
rightWrist,359.2420811040856,351.49748449659535
leftHip,482.80607824659535,389.16688199173154
rightHip,436.11894303258754,388.4787284168288
leftKnee,448.168280338035,532.5127675097276
rightKnee,483.4827562621595,528.3450115515565
leftAnkle,480.93981791099225,562.249513618677
rightAnkle,489.2557605787938,560.3755015807393
nose,452.7174656493191,99.08488114056419
leftEye,465.29821254863816,84.68888694674123
rightEye,443.59633390077823,85.68047786964982
leftEar,502.2781265199416,98.09931298638134
rightEar,437.6481943093385,94.45432195403697
leftShoulder,500.47555173881324,164.04317774197472
rightShoulder,458.5139150656615,169.71683487354085
leftElbow,497.42210299124514,291.7126322349222
rightElbow,418.4478736016537,282.7303471546693
leftWrist,412.9277115758755,233.8799360104572
rightWrist,362.75915004863816,347.974031797179
leftHip,483.67514287451365,386.2224130593385
rightHip,441.4103918409533,383.79324233949416
leftKnee,448.14475924124514,530.1790111259728
rightKnee,483.6063275170234,534.170719844358
leftAnkle,479.1851212913424,563.7989421206225
rightAnkle,488.2056709022374,562.1968476410506
nose,453.16729237597275,99.85746747324902
leftEye,463.80232399075874,85.2653058122568
rightEye,443.6577775413424,84.56200981882296
leftEar,501.4105058365759,95.98399121473736
rightEar,434.3377234314202,95.27233554231518
leftShoulder,499.66249696011675,163.99434961697472
rightShoulder,463.98422300583655,169.20590649319067
leftElbow,503.1743981031128,288.0561846425097
rightElbow,420.69297938959147,280.36543196741246
leftWrist,409.05296236624514,218.4547133390078
rightWrist,364.7676009241245,344.73241427529183
leftHip,485.84102170476655,386.58001732733464
rightHip,442.65302012402725,385.6634165248054
leftKnee,471.5531143604086,531.9894136065175
rightKnee,487.42331894455253,527.7983265442607
leftAnkle,480.815562682393,564.3869315418289
rightAnkle,490.89976744893,563.1125364785993
nose,452.78764895428014,99.04365272373542
leftEye,463.78039883268485,85.63746352140078
rightEye,444.11672391780155,84.43921753404669
leftEar,499.986282526751,97.52032921935799
rightEar,433.85867582684824,95.56674823686771
leftShoulder,498.81866336332683,165.3676168835117
rightShoulder,461.70415856031127,168.05836955860894
leftElbow,502.80729419990274,287.6898787086576
rightElbow,420.19234861381324,283.43780398832683
leftWrist,413.49700571498056,216.3426974404183
rightWrist,364.09635669990274,342.2627751094358
leftHip,485.5663302529183,379.2729359192607
rightHip,443.872469297179,380.4715998905642
leftKnee,455.445266901751,520.1537420963035
rightKnee,486.54726258511675,523.0354374392024
leftAnkle,479.6488934824903,569.2554565904669
rightAnkle,490.2486624513619,567.6207593628404
nose,453.486062135214,100.11391962548637
leftEye,464.5154426070039,87.0334159168288
rightEye,443.5194248540856,86.07703064202335
leftEar,501.2021218385214,97.93476030520429
rightEar,440.48185949659535,94.0341530885214
leftShoulder,498.86171571011675,164.8379172239786
rightShoulder,461.31269759241246,170.38325328307394
leftElbow,504.1466667679961,286.5614740393969
rightElbow,419.61815266293775,283.0257858098249
leftWrist,414.55211119893,214.56919154304472
rightWrist,365.36091014105057,343.2691284654669
leftHip,483.35926100437746,382.6420765442607
rightHip,442.6438244771401,380.69894516050584
leftKnee,473.14916707198444,529.3916433608949
rightKnee,486.2135593993191,524.0601060919261
leftAnkle,480.9647449537938,565.014515442607
rightAnkle,489.41900231031127,563.2068488570039
nose,452.0773802285992,99.21432316999028
leftEye,464.4605347154669,85.64629818214982
rightEye,443.1299018117704,84.05254438229574
leftEar,502.27622659289887,98.10752067120623
rightEar,433.54834174367704,95.33138527480546
leftShoulder,497.9723978599222,167.1230734739786
rightShoulder,458.32677225194556,170.4675910445039
leftElbow,502.34899379863816,287.99679292315176
rightElbow,418.36245288180936,280.5977930447471
leftWrist,410.64563320768485,222.86163211332683
rightWrist,364.6590770914397,345.5409852261673
leftHip,484.8912861746109,380.74188351167317
rightHip,439.91123540856034,380.5767418531128
leftKnee,476.4637417923152,526.8004468628404
rightKnee,485.32044169503894,525.3063062378404
leftAnkle,481.99682332198444,563.715421327821
rightAnkle,488.5444658925097,562.1939597519455
nose,450.8049230909533,99.16578003404669
leftEye,463.4467716439689,86.94896415977627
rightEye,443.30834295963035,85.28445707684824
leftEar,501.7449689931907,98.67402191755838
rightEar,432.4491959508755,97.06259879620623
leftShoulder,499.0104799975681,166.35364102018482
rightShoulder,458.061922422179,170.63275170233464
leftElbow,503.90978386429964,290.6501550340467
rightElbow,416.8767099343385,280.75096516293775
leftWrist,416.43832076848247,240.9508374878405
rightWrist,361.0147890321012,348.55430751459147
leftHip,483.7738630836576,382.8100680933852
rightHip,437.31460511916345,382.2192287816148
leftKnee,477.113326848249,529.7590132538911
rightKnee,482.9039624878405,528.2008070890078
leftAnkle,482.5287268968872,566.5643999270428
rightAnkle,490.2044321498054,564.8228508025292
nose,450.4461028696498,98.53753115880352
leftEye,464.78812013618676,87.84825662694553
rightEye,444.15943427772373,85.17701620257782
leftEar,502.51189354328795,99.58321300462063
rightEar,433.1575647495136,97.68334295963035
leftShoulder,498.30739299610894,166.3583148407101
rightShoulder,470.0681693822957,169.96502234314204
leftElbow,503.3294321498054,288.16345452334633
rightElbow,413.9261612354086,284.3810417679961
leftWrist,418.0695221303502,250.64274531857978
rightWrist,390.30672422178986,250.47076392266536
leftHip,482.5080556906615,387.64990424367704
rightHip,436.49231669503894,386.60395640807394
leftKnee,476.5651218993191,529.0170157465953
rightKnee,485.2300811648833,527.9761977140078
leftAnkle,487.04998328064204,565.8469114785993
rightAnkle,494.8681450632296,563.9925826848249
nose,449.0010563594358,98.96377979085602
leftEye,463.58189445525295,87.94089706955253
rightEye,443.1902814931907,84.7730917132782
leftEar,502.38323048394943,100.2826521461576
rightEar,433.7396643968872,96.80751459143968
leftShoulder,495.8204264956226,166.2475490941148
rightShoulder,464.80708140807394,175.26655976410507
leftElbow,490.9560052893969,292.71837761429964
rightElbow,423.7807788180934,297.99565296692606
leftWrist,413.32320038910507,262.0071209265564
rightWrist,390.082608827821,258.84245044990274
leftHip,481.078702577821,393.1477231274319
rightHip,435.6671023832685,389.7689308730545
leftKnee,477.74843446011675,528.9904927650779
rightKnee,482.54514226653697,528.539108098249
leftAnkle,483.4799443701362,563.3600589737354
rightAnkle,487.19832958414395,561.9435493677042
nose,449.4538089737354,99.0039632478113
leftEye,463.8870987354086,87.40528863691634
rightEye,443.3524212670234,85.06526249392024
leftEar,501.7255137402724,99.14322790004863
rightEar,433.0625303988327,96.07674565296693
leftShoulder,495.3039503283074,165.1234762585117
rightShoulder,461.5643999270428,177.8110940539883
leftElbow,494.73150231031127,290.37424762889106
rightElbow,435.4775656614786,282.3324264348249
leftWrist,401.72471577091443,295.2906128404669
rightWrist,383.6822106031128,282.62615515564204
leftHip,480.8785642631323,396.3062378404669
rightHip,439.83067850194556,395.34878860651753
leftKnee,480.1782131566148,534.6010533195525
rightKnee,444.2170400656615,524.2663621716927
leftAnkle,487.00218111624514,564.3592686040856
rightAnkle,487.5282709143969,563.4105970330739
nose,450.07854298394943,98.57665065661479
leftEye,465.46552012402725,87.8586872264105
rightEye,444.5927696376459,84.49127553501947
leftEar,503.36488478842415,100.30347534654669
rightEar,434.00375425583655,95.83699385943581
leftShoulder,493.2706484071012,163.79375531979574
rightShoulder,463.09049732490274,176.81840117339493
leftElbow,493.10121291342415,286.86390442607006
rightElbow,437.95244862597275,283.4539153696498
leftWrist,402.16679079523345,311.7304155520428
rightWrist,382.4298546935798,294.6082730423152
leftHip,483.95963794990274,399.7581012889105
rightHip,450.24729450389106,398.3203125
leftKnee,479.5590269333658,536.5808152966927
rightKnee,444.82288880107006,529.4742141901751
